Replicate	Time	Status	Genotype	Wolbachia	Preinf	Dose	Sex	Test	Gen	Condition
1	11	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	7	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	8	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	8	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	10	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	10	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	11	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
2	12	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	4	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	8	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	10	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	11	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
3	12	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	8	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	9	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	10	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	10	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	11	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	11	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	11	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
4	14	1	W20ce E7 18-18	Wol-	18	E7	M	27_11_2014	W20ce	18-18
1	15	1	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	16	1	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	19	1	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	13	1	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
2	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
3	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	13	1	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
4	20	0	W20c E7 25-18	Wol+	25	E7	M	27_11_2014	W20c	25-18
1	7	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	7	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	7	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	11	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	13	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	20	0	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	8	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	8	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	11	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	14	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	15	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
2	16	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	7	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	8	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
3	12	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	7	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	7	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	8	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	8	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	9	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	10	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	11	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
4	15	1	W20ce E7 25-18	Wol-	25	E7	M	27_11_2014	W20ce	25-18
1	10	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	11	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	11	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	12	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	13	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	20	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
2	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	2	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	10	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	14	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
3	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	15	1	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
4	20	0	E7 18-18 w20c	Wol+	18	E7	M	01_12_2014	w20c	18-18
1	11	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	9	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	11	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	11	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	13	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	20	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
2	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	9	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	10	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	13	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
3	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	6	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	9	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	10	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	10	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	10	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	13	1	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
4	20	0	E7 18-18 w20ce	Wol-	18	E7	M	01_12_2014	w20ce	18-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	17	1	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	18	1	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
2	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
3	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	12	1	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	15	1	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	17	1	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
4	20	0	E7 25-18 w20c	Wol+	25	E7	M	01_12_2014	w20c	25-18
1	9	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	10	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	10	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	10	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	11	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	11	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	13	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	14	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	8	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	9	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	10	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	10	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	14	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	15	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
2	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	9	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	17	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
3	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	8	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	8	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	8	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	9	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	10	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	13	1	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
4	20	0	E7 25-18 w20ce	Wol-	25	E7	M	01_12_2014	w20ce	25-18
1	1	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	11	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	11	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	15	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	16	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	16	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	19	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	1	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	10	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	11	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	12	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	13	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	13	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	13	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	14	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	15	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
2	17	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	10	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	10	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	11	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	11	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	14	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	15	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	16	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
3	16	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	9	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	10	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	10	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	10	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	12	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	13	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	13	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	16	1	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
4	20	0	E8 18-18 w20c	Wol+	18	E8	M	01_12_2014	w20c	18-18
1	2	1	E8 18-18 w20ce	Wol-	18	E8	M	01_12_2014	w20ce	18-18
